,Global Entity\,Logistics Area,Source,SF Status Raw, Vendor name,Vendor Grade,City,Address,Latitude,Longitude,Phone,Main Cuisine,Lead ID,Accuracy,Status ,Handler email,GRID,global_entity_id,lead_id,lead_source,restaurant_name,restaurant_area,restaurant_address,restaurant_post_code,restaurant_lat,restaurant_long,restaurant_city,haversine_distance
53,HS_SA,sales,keeta,No Match,Yemeni Traditional Restaurant,,Riyadh,"HQWF+H9F Al Aziziyah, 利雅得",24.5967,46.7734,,"Arabic, Saudi, Local Flavors",476285,Invalid lead (Add reason),Already exist,Ahmed khalil,HAW09D,HS_SA,HAW09D,salesforce,Yemeni Traditional Restaurant,Badr,1,14928,24.5365595,46.7101951,Riyadh,9.25074362116852
54,HS_SA,sales,keeta,No Match,Zad Al Aryaf Pizza,,Al-Kharj,"59GC+QG7، الصفوة الثاني،, Secondal Safwa, Al-Kharj 16441،",24.1774,47.3713,,"Italian, Pizza, Gathering",465674,Invalid lead (Add reason),Already exist,Mohammed Hassan,4F2DKL,HS_SA,4F2DKL,salesforce,Zad Al Aryaf Pizza,Al Munyfiyah,https://goo.gl/maps/Cp2c68qx7ghHWeA29,,24.1740559,47.2905834,Al Kharj,8.196526938666382
55,HS_SA,logistics,keeta,No Match,Zad Al Aryaf Pizza,,Al-Kharj,"Al-Sahab District, Al-Kharj 16442",24.1456,47.3806,,"Italian, Pizza, Gathering",580756,Invalid lead (Add reason),Already exist,Mohammed Hassan,4F2DKL,HS_SA,4F2DKL,salesforce,Zad Al Aryaf Pizza,Al Munyfiyah,https://goo.gl/maps/Cp2c68qx7ghHWeA29,,24.1740559,47.2905834,Al Kharj,9.665244996007088
56,HS_SA,sales,keeta,No Match,Zad Al Aryaf Pizza,,Al-Kharj,"7016 Az Zubair Ibn Al Awwam, Al Faysaliyah, 3438 40, Al-Kharj 16441, Saudi Arabia",24.16,47.356,,"Italian, Pizza, Meat, American",449906,Invalid lead (Add reason),Already exist,Mohammed Hassan,4F2DKL,HS_SA,4F2DKL,salesforce,Zad Al Aryaf Pizza,Al Munyfiyah,https://goo.gl/maps/Cp2c68qx7ghHWeA29,,24.1740559,47.2905834,Al Kharj,6.818030804573588
57,HS_SA,sales,keeta,No Match,Zad Al Aryaf Pizza,,Al-Kharj,"568Q+MWQ, Al Hayathem 16256",24.1667,47.2399,,"Italian, Pizza, Gathering",567655,Invalid lead (Add reason),Already exist,Mohammed Hassan,4F2DKL,HS_SA,4F2DKL,salesforce,Zad Al Aryaf Pizza,Al Munyfiyah,https://goo.gl/maps/Cp2c68qx7ghHWeA29,,24.1740559,47.2905834,Al Kharj,5.2063153173092935
58,HS_SA,logistics,keeta,No Match,Zad Al Aryaf Pizza,,Al-Kharj,"9199 King Abdullah Road, Al Aliyah, OAJA 3697, Al-Kharj 16441",24.167,47.3528,,"Italian, Pizza",449939,Invalid lead (Add reason),Already exist,Mohammed Hassan,4F2DKL,HS_SA,4F2DKL,salesforce,Zad Al Aryaf Pizza,Al Munyfiyah,https://goo.gl/maps/Cp2c68qx7ghHWeA29,,24.1740559,47.2905834,Al Kharj,6.360237403852646
59,HS_SA,logistics,keeta,No Match,Zad Al Aryaf Pizza,,Al-Kharj,"Mishrif, Al-Kharj 16432",24.1048,47.2936,,"Italian, Pizza",479549,Invalid lead (Add reason),Already exist,Mohammed Hassan,4F2DKL,HS_SA,4F2DKL,salesforce,Zad Al Aryaf Pizza,Al Munyfiyah,https://goo.gl/maps/Cp2c68qx7ghHWeA29,,24.1740559,47.2905834,Al Kharj,7.706985766310988
60,HS_SA,logistics_proximity,keeta,No Match,Zad Al Mathaq Pizza,,Al-Kharj,"3413 Abu Asim, 3413, Al Faysaliyah, Al-Kharj 16441, Saudi Arabia",24.1608,47.3557,,"Fast Food, Pie",466646,Invalid lead (Add reason),Already exist,Mohammed Hassan,4F2DKL,HS_SA,4F2DKL,salesforce,Zad Al Aryaf Pizza,Al Munyfiyah,https://goo.gl/maps/Cp2c68qx7ghHWeA29,,24.1740559,47.2905834,Al Kharj,6.768462476443309
61,HS_SA,logistics,keeta,No Match,Zaiqa Restaurant,,Riyadh,"JPQC+9X Thulaim, Riyadh",24.6384,46.7224,,"International, Indian",489497,Invalid lead (Add reason),Already exist,Mohammad Nasreddin,HRHDOQ,HS_SA,HRHDOQ,salesforce,Zaiqa Restaurant:Thulaim,Thulaim,"البطحاء، Beside Bin Yaala Bank, الرياض 12645",34611,26.2771091,50.2117648,Riyadh,394.85422234173546
62,HS_SA,sales,keeta,No Match,تراينقل سويت,,Riyadh,"3001 Al Souweidi Al Aam, As Suwaidi, Riyadh 12794",24.587,46.6679,,"Dessert, Pastries",450147,Invalid lead (Add reason),Already exist,Mohammad Nasreddin,4COBEU,HS_SA,4COBEU,salesforce,Triangle Sweet,Masiaf,"24.763962629927736, 46.6805432",,24.763908502480945,46.680580820237715,Riyadh,19.713011941837195
63,HS_SA,sales,keeta,No Match,تكالافا,,Al-Kharj,"Mosque, An Nuzhah, Al-Kharj, Saudi Arabia",24.1608,47.3461,,"Fast Food, Sandwich",492984,Invalid lead (Add reason),Already exist,Mohammed Hassan,HRG69U,HS_SA,HRG69U,salesforce,Tikkalava : An Nuzhah,An Nuzhah,طريق عمر بن عبدالعزيز,11932,24.1608167,47.3461205,Al Kharj,0.002788172215069267
64,HS_SA,logistics,keeta,No Match,ذا رد باستا كَب,,Riyadh,"RBBA4438، 4438، 7062 Al Madina Al Munawwarah Rd, Dhahrat Al Badi’ah, Riyadh 12972, Saudi Arabia",24.5978,46.6388,,"Italian, Pasta",610623,Invalid lead (Add reason),Already exist,Mohammad Nasreddin,4C2QOH,HS_SA,4C2QOH,salesforce,The Red Pasta Cup  : Al Manar,Al Manar,"26.356453269947043, 43.934073821953476",,26.356409,43.9340858,Buraydah,334.57691201803954
65,HS_SA,sales,keeta,No Match,ذا رد باستا كَب,,Riyadh,"QP68+C8R, Saad Ibn Ayyub, An Nuzhah, Riyadh 12474, Saudi Arabia",24.7611,46.7158,,"Italian, Pasta",466691,Invalid lead (Add reason),Duplicate,Mohammad Nasreddin,,,,,,,,,,,,
66,HS_SA,sales,keeta,No Match,مقلوبة ® | Maqloba,,Riyadh,"King Abdullah Rd, St, Al-Kharj 16272",24.1307,47.2675,,"Arabic, Saudi, Local Flavors",476356,Invalid lead (Add reason),Already exist,Mohammad Nasreddin,HR9N3L,,,,,,,,,,,
